cid,pid,quantity
c20,p788,1
c20,p3465,1
c20,p3476,1
c20,p221,1
c20,p3391,1
c20,p3408,1
c20,p3407,1
c20,p77,1
c20,p237,1
c20,p61,1
c20,p3617,1
c20,p218,1
c20,p1937,1
c20,p3,1
c20,p214,1
c20,p3183,1
c20,p122,1
c20,p242,1
c20,p66,1
c20,p240,1
c20,p241,1
c20,p2217,1
c20,p215,1
c20,p220,1
c20,p1258,1
c20,p211,1
c20,p869,1
c20,p936,1
c20,p3338,1
c20,p150,1
c20,p1219,1
c20,p199,2
c20,p166,1
c20,p201,1
c20,p2200,1
c20,p245,1
c20,p3534,1
c20,p3556,1
c20,p3463,1
c20,p3019,1
c20,p1979,1
c20,p2733,1
c20,p2736,1
c20,p235,1
c20,p1429,1
c20,p324,3
c20,p3378,1
c20,p257,1
c20,p228,1
c20,p203,1
c20,p224,1
c20,p3035,1
c20,p208,1
c20,p207,1
c20,p1194,1
c20,p226,1
c20,p225,1
c20,p939,1
c20,p227,1
c20,p223,1
c20,p200,1
c20,p938,1
c20,p198,1
c20,p661,1
c20,p3168,1
c20,p233,1
c20,p1045,1
c20,p2975,1
c20,p2886,1
c20,p230,1
c20,p809,1
c20,p248,1
c20,p219,1
c20,p1853,1
c20,p3690,1
c20,p3687,1
c20,p3692,1
c20,p2656,1
c20,p2704,1
c20,p209,1
c20,p206,1
c20,p3622,1
c20,p3336,1
c20,p3596,1
c20,p1872,1
c20,p0,2
c20,p194,1
c20,p52,1
c20,p89,1
c21,p281,2
c21,p975,2
c21,p265,1
c21,p1184,2
c21,p736,3
c21,p28,6
c21,p180,5
c21,p181,3
c21,p26,2
c21,p27,8
c21,p1743,1
c21,p2892,1
c21,p3462,1
c21,p1501,1
c21,p1042,3
c21,p3304,2
c21,p1173,2
c21,p3006,1
c21,p1328,6
c21,p448,5
c21,p1222,1
c21,p385,8
c21,p259,1
c21,p612,2
c21,p3065,1
c21,p1110,4
c21,p915,1
c21,p2359,2
c21,p2441,1
c21,p676,1
c21,p109,2
c21,p286,2
c21,p3314,1
c21,p2950,1
c21,p1627,1
c21,p1629,1
c21,p2978,2
c21,p1074,1
c21,p210,1
c21,p168,4
c21,p546,4
c21,p776,1
c21,p1917,3
c21,p2333,1
c21,p418,1
c21,p490,4
c21,p1712,10
c21,p222,4
c21,p1143,1
c21,p1142,3
c21,p243,1
c21,p788,1
c21,p272,2
c21,p251,5
c21,p3488,1
c21,p17,3
c21,p3465,1
c21,p818,1
c21,p250,2
c21,p3428,3
c21,p57,2
c21,p144,3
c21,p115,2
c21,p503,2
c21,p1832,2
c21,p2987,1
c21,p2988,1
c21,p3,2
c21,p2411,1
c21,p2888,2
c21,p1139,4
c21,p3041,1
c21,p3425,6
c21,p2985,2
c21,p3390,1
c21,p2873,3
c21,p959,1
c21,p1225,5
c21,p669,2
c21,p1009,1
c21,p3479,2
c21,p185,2
c21,p3480,2
c21,p177,2
c21,p266,2
c21,p3338,2
c21,p607,2
c21,p878,4
c21,p435,1
c21,p46,4
c21,p1017,1
c21,p94,3
c21,p150,2
c21,p2990,2
c21,p3046,2
c21,p2897,1
c21,p1219,3
c21,p199,4
c21,p1146,3
c21,p166,2
c21,p577,4
c21,p1862,5
c21,p3531,1
c21,p3184,1
c21,p581,3
c21,p580,4
c21,p1028,1
c21,p186,1
c21,p1119,1
c21,p1211,1
c21,p884,1
c21,p544,3
c21,p925,1
c21,p428,3
c21,p3012,1
c21,p3013,1
c21,p3016,1
c21,p3015,1
c21,p3017,4
c21,p3014,3
c21,p100,1
c21,p1429,1
c21,p941,1
c21,p2636,2
c21,p807,1
c21,p3680,1
c21,p3373,4
c21,p484,6
c21,p945,1
c21,p723,2
c21,p639,2
c21,p365,6
c21,p2450,1
c21,p3027,1
c21,p263,1
c21,p2087,2
c21,p3155,3
c21,p294,1
c21,p939,1
c21,p3151,2
c21,p153,3
c21,p154,4
c21,p65,4
c21,p3061,4
c21,p3262,2
c21,p933,1
c21,p2893,2
c21,p151,1
c21,p2975,3
c21,p3127,2
c21,p3158,2
c21,p1124,1
c21,p940,1
c21,p809,3
c21,p2652,2
c21,p2645,6
c21,p3297,4
c21,p175,1
c21,p209,2
c21,p1799,5
c21,p1109,1
c21,p960,3
c21,p50,1
c21,p51,1
c21,p3336,2
c21,p3302,2
c21,p1567,1
c21,p0,4
c21,p52,1
c21,p659,7
c21,p53,1
c21,p1145,5
c21,p525,1
c21,p557,1
c21,p3501,3
c21,p2811,2
c21,p2430,2
c21,p3346,2
c21,p3415,2
c21,p3253,4
c21,p2472,2
c21,p1013,2
c21,p3176,4
c22,p265,1
c22,p268,2
c22,p2505,2
c22,p2298,2
c22,p254,1
c22,p258,1
c22,p99,1
c22,p387,2
c22,p388,3
c22,p104,4
c22,p259,1
c22,p84,1
c22,p127,1
c22,p3077,1
c22,p3062,1
c22,p253,1
c22,p272,2
c22,p251,4
c22,p3643,1
c22,p134,11
c22,p60,1
c22,p76,1
c22,p124,1
c22,p2685,1
c22,p3389,1
c22,p75,1
c22,p271,6
c22,p270,7
c22,p2985,4
c22,p3697,2
c22,p242,5
c22,p66,7
c22,p269,1
c22,p2668,8
c22,p3390,2
c22,p3644,1
c22,p69,2
c22,p267,2
c22,p177,2
c22,p266,2
c22,p260,1
c22,p261,1
c22,p262,1
c22,p3024,1
c22,p252,1
c22,p3184,10
c22,p257,1
c22,p203,1
c22,p255,1
c22,p263,1
c22,p264,1
c22,p256,1
c22,p2918,1
c22,p151,5
c22,p189,3
c22,p688,2
c22,p2902,1
c22,p52,1
c22,p53,2
c23,p2768,1
c23,p281,4
c23,p975,1
c23,p275,1
c23,p265,2
c23,p797,1
c23,p576,1
c23,p752,1
c23,p426,1
c23,p2096,1
c23,p301,1
c23,p3377,1
c23,p1441,2
c23,p337,2
c23,p293,1
c23,p2788,1
c23,p9,4
c23,p302,1
c23,p1777,1
c23,p1775,1
c23,p1779,1
c23,p2313,3
c23,p774,3
c23,p795,1
c23,p3161,1
c23,p3204,1
c23,p141,1
c23,p24,1
c23,p277,2
c23,p1042,2
c23,p3304,1
c23,p3303,1
c23,p3170,2
c23,p2741,1
c23,p3006,1
c23,p624,1
c23,p297,1
c23,p291,1
c23,p559,1
c23,p666,1
c23,p111,1
c23,p136,1
c23,p3194,1
c23,p173,1
c23,p720,1
c23,p401,1
c23,p3265,1
c23,p188,1
c23,p287,1
c23,p286,1
c23,p2950,1
c23,p3187,1
c23,p1014,1
c23,p2574,1
c23,p3210,1
c23,p383,1
c23,p1041,2
c23,p128,1
c23,p284,1
c23,p3143,1
c23,p17,2
c23,p57,2
c23,p3438,1
c23,p3229,1
c23,p3192,1
c23,p3041,1
c23,p18,1
c23,p3425,1
c23,p289,1
c23,p274,2
c23,p273,2
c23,p44,2
c23,p604,2
c23,p288,2
c23,p279,1
c23,p298,3
c23,p3473,2
c23,p514,2
c23,p3238,2
c23,p267,2
c23,p177,4
c23,p1185,1
c23,p2708,1
c23,p2655,1
c23,p2703,1
c23,p607,1
c23,p878,1
c23,p46,1
c23,p3236,1
c23,p290,2
c23,p199,1
c23,p295,2
c23,p371,1
c23,p553,1
c23,p276,2
c23,p63,1
c23,p58,2
c23,p1010,1
c23,p1294,1
c23,p140,1
c23,p544,2
c23,p3374,1
c23,p4,1
c23,p2954,1
c23,p78,2
c23,p300,1
c23,p807,1
c23,p3379,1
c23,p299,1
c23,p3326,1
c23,p3082,1
c23,p3404,1
c23,p280,1
c23,p340,1
c23,p264,1
c23,p1312,1
c23,p1909,1
c23,p160,1
c23,p294,2
c23,p227,1
c23,p476,2
c23,p223,2
c23,p422,2
c23,p1181,1
c23,p285,1
c23,p283,2
c23,p278,1
c23,p964,1
c23,p296,2
c23,p1683,1
c23,p808,1
c23,p968,2
c23,p3144,1
c23,p282,3
c23,p3434,1
c23,p3337,1
c23,p0,3
c23,p194,2
c23,p659,1
c23,p55,2
c23,p54,1
c23,p786,5
c23,p2434,2
c23,p3340,2
c23,p3345,2
c23,p292,2
c23,p3176,1
c24,p3510,1
c24,p40,3
c24,p2768,1
c24,p281,1
c24,p316,5
c24,p496,1
c24,p582,1
c24,p265,1
c24,p3508,1
c24,p3507,1
c24,p159,1
c24,p752,1
c24,p426,1
c24,p1865,3
c24,p1536,3
c24,p301,1
c24,p2037,2
c24,p135,1
c24,p317,3
c24,p3377,1
c24,p315,10
c24,p1441,1
c24,p337,1
c24,p2707,2
c24,p81,1
c24,p3084,2
c24,p129,1
c24,p239,1
c24,p1025,1
c24,p1448,1
c24,p187,1
c24,p1221,1
c24,p2313,2
c24,p774,2
c24,p106,1
c24,p794,1
c24,p989,1
c24,p1375,1
c24,p1748,1
c24,p3768,1
c24,p196,1
c24,p645,1
c24,p3161,1
c24,p3204,1
c24,p501,1
c24,p1984,2
c24,p105,1
c24,p931,1
c24,p307,3
c24,p2132,1
c24,p1240,1
c24,p2067,1
c24,p3635,2
c24,p15,1
c24,p2344,1
c24,p3031,5
c24,p3006,2
c24,p930,1
c24,p624,1
c24,p1096,1
c24,p437,3
c24,p377,1
c24,p2869,1
c24,p38,1
c24,p620,2
c24,p2864,3
c24,p178,1
c24,p359,5
c24,p787,1
c24,p360,6
c24,p526,1
c24,p527,1
c24,p1078,1
c24,p319,5
c24,p318,3
c24,p710,2
c24,p612,1
c24,p2771,1
c24,p3769,1
c24,p3064,1
c24,p720,1
c24,p90,1
c24,p320,1
c24,p2590,1
c24,p1904,3
c24,p1271,1
c24,p1135,1
c24,p650,1
c24,p1286,2
c24,p2769,1
c24,p305,1
c24,p1388,2
c24,p2806,1
c24,p3187,1
c24,p3552,1
c24,p3539,1
c24,p3554,1
c24,p3540,1
c24,p3562,2
c24,p3538,1
c24,p3551,2
c24,p3553,1
c24,p1214,2
c24,p546,2
c24,p382,1
c24,p2715,1
c24,p346,1
c24,p311,2
c24,p327,3
c24,p325,3
c24,p326,2
c24,p322,1
c24,p310,3
c24,p321,1
c24,p2716,1
c24,p2712,1
c24,p12,3
c24,p323,1
c24,p3005,4
c24,p3004,4
c24,p3020,4
c24,p330,2
c24,p333,2
c24,p1259,1
c24,p132,1
c24,p436,2
c24,p3299,2
c24,p91,1
c24,p2574,1
c24,p2648,1
c24,p3062,1
c24,p1087,1
c24,p849,1
c24,p306,3
c24,p490,3
c24,p1889,1
c24,p3406,1
c24,p492,1
c24,p768,1
c24,p131,1
c24,p250,1
c24,p2767,3
c24,p3354,1
c24,p221,1
c24,p3408,1
c24,p77,2
c24,p21,1
c24,p237,1
c24,p1466,1
c24,p3067,1
c24,p3229,1
c24,p2865,2
c24,p3698,1
c24,p59,1
c24,p76,1
c24,p124,1
c24,p631,1
c24,p3192,1
c24,p80,1
c24,p632,1
c24,p75,1
c24,p3617,1
c24,p1090,2
c24,p746,2
c24,p837,1
c24,p145,2
c24,p1347,1
c24,p1693,1
c24,p1692,1
c24,p2202,1
c24,p271,3
c24,p270,2
c24,p122,1
c24,p66,1
c24,p240,1
c24,p269,1
c24,p2873,1
c24,p36,5
c24,p2823,1
c24,p680,1
c24,p679,1
c24,p521,1
c24,p520,1
c24,p1453,1
c24,p523,2
c24,p1031,3
c24,p515,3
c24,p959,1
c24,p1215,1
c24,p1868,1
c24,p220,1
c24,p1258,1
c24,p1649,2
c24,p555,3
c24,p1732,2
c24,p42,2
c24,p554,2
c24,p556,2
c24,p2007,3
c24,p43,3
c24,p3684,2
c24,p3549,1
c24,p3547,1
c24,p3548,1
c24,p3546,1
c24,p3559,1
c24,p1216,1
c24,p1391,2
c24,p1287,9
c24,p1313,1
c24,p1252,1
c24,p288,1
c24,p535,1
c24,p583,1
c24,p1133,1
c24,p1411,1
c24,p357,10
c24,p563,2
c24,p266,1
c24,p46,4
c24,p94,1
c24,p150,3
c24,p1219,1
c24,p782,1
c24,p524,1
c24,p201,1
c24,p1787,1
c24,p309,3
c24,p460,1
c24,p988,5
c24,p1438,2
c24,p942,1
c24,p1862,2
c24,p468,2
c24,p552,1
c24,p295,2
c24,p371,2
c24,p553,1
c24,p370,1
c24,p372,1
c24,p3544,1
c24,p3184,1
c24,p1244,1
c24,p10,1
c24,p11,1
c24,p972,1
c24,p3019,2
c24,p1383,3
c24,p850,1
c24,p1152,2
c24,p336,1
c24,p308,4
c24,p313,1
c24,p1211,3
c24,p884,1
c24,p398,1
c24,p39,2
c24,p2969,1
c24,p428,2
c24,p3012,1
c24,p3013,1
c24,p3016,1
c24,p3015,1
c24,p3017,1
c24,p2977,2
c24,p2954,2
c24,p3014,1
c24,p1586,1
c24,p941,1
c24,p78,2
c24,p2649,1
c24,p324,11
c24,p912,2
c24,p300,2
c24,p339,1
c24,p1085,1
c24,p430,1
c24,p3371,1
c24,p1903,3
c24,p149,1
c24,p484,4
c24,p303,1
c24,p304,2
c24,p34,1
c24,p334,2
c24,p203,5
c24,p1490,4
c24,p332,1
c24,p3536,1
c24,p3533,1
c24,p3537,2
c24,p3404,1
c24,p3027,1
c24,p597,3
c24,p340,1
c24,p2087,1
c24,p3145,1
c24,p312,2
c24,p2813,5
c24,p3149,1
c24,p3383,2
c24,p3150,6
c24,p1489,1
c24,p759,3
c24,p2831,3
c24,p2814,4
c24,p2812,3
c24,p2833,3
c24,p1909,3
c24,p3133,2
c24,p939,1
c24,p2385,1
c24,p1877,1
c24,p2384,1
c24,p1528,4
c24,p1309,3
c24,p855,1
c24,p1303,2
c24,p1767,3
c24,p3032,1
c24,p3570,1
c24,p1260,1
c24,p278,3
c24,p938,3
c24,p1650,2
c24,p146,1
c24,p1543,1
c24,p151,1
c24,p661,1
c24,p1213,1
c24,p663,1
c24,p3775,1
c24,p335,1
c24,p1444,1
c24,p35,1
c24,p1368,1
c24,p2886,1
c24,p62,3
c24,p1394,1
c24,p1124,1
c24,p648,1
c24,p919,2
c24,p2265,1
c24,p328,2
c24,p1853,5
c24,p3687,1
c24,p161,1
c24,p3692,2
c24,p2657,2
c24,p2647,1
c24,p175,1
c24,p2704,2
c24,p369,1
c24,p1035,3
c24,p3195,2
c24,p3622,2
c24,p50,1
c24,p824,1
c24,p3321,4
c24,p3435,1
c24,p3339,2
c24,p3434,1
c24,p3336,3
c24,p3558,4
c24,p3696,1
c24,p3535,5
c24,p32,1
c24,p429,1
c24,p1470,1
c24,p901,4
c24,p1741,3
c24,p902,4
c24,p903,4
c24,p1238,1
c24,p1239,1
c24,p162,1
c24,p1034,3
c24,p3694,1
c24,p3710,1
c24,p3685,2
c24,p2430,2
c24,p2034,2
c24,p89,1
c25,p3510,1
c25,p40,1
c25,p1593,1
c25,p3377,1
c25,p3372,1
c25,p363,1
c25,p337,1
c25,p268,1
c25,p345,1
c25,p351,1
c25,p931,1
c25,p1106,1
c25,p3304,2
c25,p678,1
c25,p377,1
c25,p359,1
c25,p360,1
c25,p2661,1
c25,p2669,1
c25,p2361,1
c25,p962,1
c25,p354,1
c25,p353,1
c25,p352,1
c25,p136,1
c25,p361,1
c25,p173,1
c25,p1110,1
c25,p392,1
c25,p3511,1
c25,p3232,3
c25,p350,1
c25,p346,1
c25,p311,1
c25,p367,1
c25,p366,1
c25,p368,1
c25,p12,1
c25,p356,1
c25,p3112,1
c25,p3289,1
c25,p1514,1
c25,p718,1
c25,p1137,1
c25,p364,1
c25,p182,1
c25,p170,1
c25,p171,1
c25,p272,1
c25,p251,2
c25,p344,1
c25,p134,2
c25,p250,1
c25,p1671,1
c25,p77,1
c25,p3067,1
c25,p998,1
c25,p1081,1
c25,p3669,1
c25,p452,1
c25,p3183,1
c25,p289,1
c25,p374,1
c25,p376,1
c25,p375,1
c25,p373,1
c25,p500,1
c25,p357,1
c25,p355,1
c25,p362,1
c25,p70,1
c25,p177,1
c25,p46,1
c25,p150,1
c25,p347,1
c25,p932,1
c25,p371,1
c25,p370,1
c25,p372,1
c25,p358,1
c25,p850,1
c25,p747,1
c25,p342,1
c25,p235,1
c25,p324,1
c25,p338,1
c25,p300,1
c25,p339,1
c25,p3379,1
c25,p3378,1
c25,p3371,1
c25,p3373,1
c25,p365,1
c25,p3132,1
c25,p3541,2
c25,p340,1
c25,p379,1
c25,p3133,1
c25,p1397,1
c25,p3168,1
c25,p3512,1
c25,p3693,1
c25,p219,1
c25,p369,1
c25,p378,1
c25,p282,1
c25,p3321,2
c25,p32,1
c25,p349,1
c25,p3580,1
c25,p348,1
c25,p343,1
c25,p55,1
c25,p54,1
c25,p3501,1
c27,p770,1
c27,p1369,1
c27,p1730,1
c27,p765,1
c27,p2092,1
c27,p1859,1
c27,p2093,1
c27,p1860,1
c27,p103,1
c27,p382,1
c27,p760,1
c27,p86,1
c27,p97,1
c27,p325,1
c27,p383,2
c27,p171,1
c27,p250,1
c27,p896,1
c27,p514,1
c27,p4,1
c27,p156,2
c27,p78,1
c27,p195,2
c27,p160,1
c27,p194,2
c28,p923,1
c28,p3508,1
c28,p116,1
c28,p1557,1
c28,p315,2
c28,p268,2
c28,p609,1
c28,p3673,1
c28,p1777,1
c28,p2313,1
c28,p550,1
c28,p3635,1
c28,p3006,1
c28,p99,5
c28,p387,5
c28,p388,1
c28,p104,5
c28,p386,1
c28,p599,1
c28,p178,1
c28,p385,2
c28,p193,1
c28,p720,2
c28,p1112,1
c28,p212,1
c28,p188,1
c28,p1573,1
c28,p389,1
c28,p2342,1
c28,p2424,1
c28,p3499,1
c28,p210,1
c28,p2974,1
c28,p3078,1
c28,p3077,1
c28,p126,1
c28,p383,1
c28,p1712,2
c28,p134,1
c28,p1218,1
c28,p250,1
c28,p2913,1
c28,p77,2
c28,p3229,2
c28,p2865,1
c28,p2987,1
c28,p3698,2
c28,p124,1
c28,p3079,1
c28,p452,1
c28,p2866,1
c28,p270,1
c28,p2985,1
c28,p3697,1
c28,p242,1
c28,p66,1
c28,p2668,1
c28,p1704,3
c28,p374,3
c28,p959,1
c28,p1159,1
c28,p1649,1
c28,p121,1
c28,p384,1
c28,p177,3
c28,p3338,1
c28,p2703,1
c28,p607,2
c28,p878,1
c28,p46,4
c28,p94,1
c28,p150,2
c28,p87,1
c28,p988,1
c28,p571,3
c28,p1695,1
c28,p3019,2
c28,p1373,2
c28,p58,2
c28,p1294,1
c28,p428,1
c28,p390,1
c28,p156,1
c28,p78,1
c28,p415,1
c28,p3674,2
c28,p3082,1
c28,p280,1
c28,p264,1
c28,p1912,1
c28,p1303,1
c28,p191,1
c28,p200,1
c28,p3033,1
c28,p940,1
c28,p391,1
c28,p1799,2
c28,p1023,1
c28,p3679,1
c28,p3321,1
c28,p3336,1
c28,p3696,2
c28,p0,4
c29,p670,2
c29,p2221,3
c29,p2102,4
c29,p802,3
c29,p1592,3
c29,p1542,9
c29,p1174,3
c29,p1676,7
c29,p176,2
c29,p497,3
c29,p2787,5
c29,p238,4
c29,p437,4
c29,p958,2
c29,p2112,4
c29,p393,8
c29,p926,3
c29,p928,3
c29,p927,3
c29,p1019,5
c29,p620,5
c29,p787,3
c29,p360,6
c29,p401,5
c29,p392,4
c29,p1112,1
c29,p1619,3
c29,p1271,4
c29,p2069,1
c29,p1896,2
c29,p1334,2
c29,p1931,4
c29,p2033,1
c29,p2389,5
c29,p2337,5
c29,p776,4
c29,p1321,2
c29,p541,4
c29,p1811,5
c29,p2373,4
c29,p985,6
c29,p108,4
c29,p1541,5
c29,p1654,3
c29,p574,12
c29,p2338,5
c29,p2160,1
c29,p508,5
c29,p59,5
c29,p76,5
c29,p631,5
c29,p507,5
c29,p837,4
c29,p1632,5
c29,p1117,2
c29,p2411,5
c29,p2025,7
c29,p242,5
c29,p66,5
c29,p269,5
c29,p1498,6
c29,p959,2
c29,p1159,1
c29,p500,6
c29,p1231,2
c29,p1756,9
c29,p1411,6
c29,p607,4
c29,p878,4
c29,p1102,4
c29,p94,4
c29,p1219,3
c29,p871,3
c29,p1297,4
c29,p577,4
c29,p2406,5
c29,p2474,3
c29,p1208,3
c29,p2223,3
c29,p1320,8
c29,p1695,3
c29,p112,3
c29,p58,10
c29,p2120,3
c29,p2479,3
c29,p2324,5
c29,p756,10
c29,p850,4
c29,p336,2
c29,p1027,5
c29,p1121,5
c29,p140,5
c29,p390,4
c29,p400,3
c29,p587,4
c29,p1207,3
c29,p118,1
c29,p1497,3
c29,p1405,2
c29,p2640,4
c29,p294,5
c29,p33,5
c29,p1181,5
c29,p874,3
c29,p474,2
c29,p855,4
c29,p1397,9
c29,p1650,5
c29,p1603,2
c29,p1396,5
c29,p1543,9
c29,p2075,2
c29,p688,4
c29,p96,3
c29,p1123,3
c29,p876,6
c29,p72,3
c29,p113,3
c29,p2656,2
c29,p647,4
c29,p206,2
c29,p1715,2
c29,p744,5
c29,p2122,3
c29,p52,1
c29,p659,5
c29,p53,1
c29,p54,2
c30,p159,1
c30,p402,3
c30,p301,2
c30,p3084,1
c30,p9,4
c30,p277,2
c30,p1531,1
c30,p16,1
c30,p15,1
c30,p3031,1
c30,p3007,1
c30,p666,1
c30,p770,1
c30,p1369,2
c30,p3447,1
c30,p1730,1
c30,p2092,1
c30,p1859,2
c30,p1858,1
c30,p2361,1
c30,p962,2
c30,p2093,1
c30,p1860,2
c30,p319,2
c30,p396,1
c30,p406,1
c30,p401,1
c30,p412,1
c30,p397,1
c30,p3396,1
c30,p3112,2
c30,p436,1
c30,p404,1
c30,p418,1
c30,p383,2
c30,p364,1
c30,p492,2
c30,p399,9
c30,p134,1
c30,p395,5
c30,p115,1
c30,p1670,2
c30,p3408,1
c30,p413,1
c30,p407,1
c30,p1306,2
c30,p1185,1
c30,p245,2
c30,p414,2
c30,p276,1
c30,p398,1
c30,p400,2
c30,p78,2
c30,p338,1
c30,p300,1
c30,p430,2
c30,p380,1
c30,p299,5
c30,p415,4
c30,p409,1
c30,p639,1
c30,p980,1
c30,p365,1
c30,p3404,1
c30,p160,1
c30,p1857,1
c30,p408,1
c30,p1481,1
c30,p161,1
c30,p3535,1
c30,p3267,1
c30,p348,1
c30,p557,1
c30,p403,1
c31,p281,4
c31,p159,1
c31,p3164,2
c31,p3424,1
c31,p3377,2
c31,p3372,1
c31,p337,5
c31,p71,12
c31,p268,8
c31,p2707,1
c31,p9,20
c31,p239,1
c31,p1873,1
c31,p2313,1
c31,p794,2
c31,p419,8
c31,p550,19
c31,p3304,1
c31,p3303,2
c31,p3031,3
c31,p599,2
c31,p178,4
c31,p359,1
c31,p787,2
c31,p360,1
c31,p2856,1
c31,p2852,2
c31,p2660,1
c31,p2670,1
c31,p2661,1
c31,p2669,1
c31,p2853,2
c31,p319,1
c31,p318,1
c31,p396,1
c31,p3065,2
c31,p3157,1
c31,p417,1
c31,p350,3
c31,p2715,1
c31,p346,2
c31,p322,2
c31,p310,2
c31,p321,1
c31,p2716,1
c31,p12,2
c31,p356,1
c31,p977,3
c31,p2974,1
c31,p416,8
c31,p3299,1
c31,p2648,1
c31,p1175,1
c31,p418,6
c31,p490,3
c31,p1041,4
c31,p843,3
c31,p847,3
c31,p845,3
c31,p848,3
c31,p846,3
c31,p844,3
c31,p115,4
c31,p148,4
c31,p147,3
c31,p77,10
c31,p21,4
c31,p3229,1
c31,p2987,2
c31,p76,3
c31,p2685,1
c31,p633,1
c31,p3389,3
c31,p2988,4
c31,p413,1
c31,p767,2
c31,p2985,2
c31,p3390,2
c31,p44,4
c31,p869,4
c31,p558,8
c31,p3473,2
c31,p1160,1
c31,p69,16
c31,p70,18
c31,p267,6
c31,p177,8
c31,p878,2
c31,p46,1
c31,p94,1
c31,p150,2
c31,p87,1
c31,p988,2
c31,p976,1
c31,p1862,2
c31,p371,1
c31,p601,1
c31,p1244,1
c31,p10,1
c31,p11,1
c31,p972,1
c31,p581,3
c31,p2737,2
c31,p2735,3
c31,p2733,1
c31,p2732,2
c31,p2736,2
c31,p598,1
c31,p2407,1
c31,p336,1
c31,p3374,1
c31,p428,3
c31,p3012,1
c31,p3016,1
c31,p3015,1
c31,p3017,2
c31,p3014,2
c31,p400,1
c31,p156,3
c31,p78,1
c31,p2649,1
c31,p338,1
c31,p339,2
c31,p3379,1
c31,p3378,1
c31,p3371,1
c31,p3373,1
c31,p484,3
c31,p980,4
c31,p365,15
c31,p3326,2
c31,p340,4
c31,p2087,5
c31,p2056,3
c31,p2057,5
c31,p3324,1
c31,p3140,6
c31,p3142,6
c31,p939,1
c31,p476,8
c31,p223,12
c31,p422,8
c31,p35,1
c31,p2975,1
c31,p3401,2
c31,p1853,2
c31,p2704,1
c31,p421,4
c31,p420,2
c31,p3363,2
c31,p349,1
c31,p423,3
c31,p525,1
c31,p786,6
c31,p2434,2
c31,p2091,2
c32,p40,1
c32,p797,1
c32,p425,1
c32,p426,1
c32,p2788,2
c32,p1357,4
c32,p851,1
c32,p1221,1
c32,p302,3
c32,p3768,2
c32,p769,18
c32,p926,1
c32,p928,1
c32,p483,3
c32,p3769,1
c32,p401,1
c32,p286,1
c32,p1321,1
c32,p91,2
c32,p171,6
c32,p7,6
c32,p3455,5
c32,p2865,1
c32,p2988,1
c32,p80,1
c32,p75,1
c32,p3666,2
c32,p3669,2
c32,p3664,2
c32,p3663,2
c32,p3668,2
c32,p3665,2
c32,p2025,2
c32,p2915,1
c32,p1159,4
c32,p3486,1
c32,p1215,1
c32,p44,2
c32,p1252,1
c32,p3624,2
c32,p623,1
c32,p782,1
c32,p1080,5
c32,p856,1
c32,p580,5
c32,p424,33
c32,p58,2
c32,p4,2
c32,p428,2
c32,p3014,2
c32,p100,1
c32,p427,5
c32,p203,1
c32,p3674,2
c32,p2058,1
c32,p1405,4
c32,p160,2
c32,p1650,1
c32,p179,3
c32,p120,1
c32,p868,2
c32,p3687,1
c32,p161,1
c32,p3692,1
c32,p3535,1
c32,p349,1
c32,p3613,1
c32,p3599,1
c32,p0,9
c32,p162,1
c32,p2921,1
c32,p2925,2
c33,p975,1
c33,p275,1
c33,p159,1
c33,p117,1
c33,p576,1
c33,p929,1
c33,p432,1
c33,p440,1
c33,p442,1
c33,p28,1
c33,p26,1
c33,p27,2
c33,p229,1
c33,p187,1
c33,p645,1
c33,p1542,1
c33,p197,1
c33,p3031,1
c33,p437,1
c33,p111,1
c33,p319,2
c33,p2359,1
c33,p1976,1
c33,p1573,1
c33,p1304,1
c33,p3187,1
c33,p1105,1
c33,p249,1
c33,p494,1
c33,p1758,1
c33,p350,1
c33,p311,1
c33,p586,1
c33,p1759,1
c33,p1065,1
c33,p436,1
c33,p253,1
c33,p364,1
c33,p182,2
c33,p445,2
c33,p144,1
c33,p503,1
c33,p77,1
c33,p21,1
c33,p998,1
c33,p2873,1
c33,p36,2
c33,p439,1
c33,p1756,1
c33,p1804,2
c33,p1428,1
c33,p2127,1
c33,p869,1
c33,p563,1
c33,p2703,1
c33,p435,1
c33,p150,1
c33,p782,1
c33,p2421,1
c33,p1224,1
c33,p2180,1
c33,p252,1
c33,p479,2
c33,p446,1
c33,p444,1
c33,p2732,1
c33,p2736,1
c33,p276,1
c33,p431,1
c33,p235,1
c33,p324,3
c33,p339,1
c33,p430,1
c33,p299,3
c33,p228,1
c33,p434,1
c33,p340,1
c33,p2640,1
c33,p3133,1
c33,p476,1
c33,p1527,1
c33,p1072,1
c33,p2647,1
c33,p2652,1
c33,p2653,1
c33,p2645,2
c33,p2654,2
c33,p1799,1
c33,p3203,1
c33,p429,1
c33,p953,1
c34,p40,6
c34,p159,1
c34,p425,2
c34,p752,1
c34,p3377,2
c34,p3372,3
c34,p315,5
c34,p363,2
c34,p71,3
c34,p268,3
c34,p3462,2
c34,p542,1
c34,p900,2
c34,p277,3
c34,p1084,1
c34,p2172,1
c34,p258,1
c34,p238,3
c34,p448,5
c34,p297,1
c34,p811,1
c34,p812,1
c34,p447,4
c34,p1554,2
c34,p437,3
c34,p1378,2
c34,p2565,1
c34,p259,2
c34,p37,1
c34,p2590,1
c34,p734,3
c34,p305,10
c34,p1197,1
